사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2023-04,1호선,0150,서울역,"1,332,718","1,270,254","217,525","207,338",2023-05-03 10:27:53
2023-04,1호선,0151,시청,"642,597","647,250","96,416","94,082",2023-05-03 10:27:53
2023-04,1호선,0152,종각,"923,198","904,949","143,472","133,863",2023-05-03 10:27:53
2023-04,1호선,0153,종로3가,"487,157","438,797","304,625","282,190",2023-05-03 10:27:53
2023-04,1호선,0154,종로5가,"471,855","470,399","255,817","247,162",2023-05-03 10:27:53
2023-04,1호선,0155,동대문,"229,644","223,394","125,974","126,273",2023-05-03 10:27:53
2023-04,1호선,0156,신설동,"285,693","274,762","119,333","115,973",2023-05-03 10:27:53
2023-04,1호선,0157,제기동,"232,674","222,285","277,194","297,591",2023-05-03 10:27:53
2023-04,1호선,0158,청량리(서울시립대입구),"345,292","340,230","259,065","258,269",2023-05-03 10:27:53
2023-04,1호선,0159,동묘앞,"145,465","153,478","164,781","167,005",2023-05-03 10:27:53
2023-04,2호선,0201,시청,"646,021","603,305","59,602","53,559",2023-05-03 10:27:53
2023-04,2호선,0202,을지로입구,"1,208,103","1,244,442","100,389","93,336",2023-05-03 10:27:53
2023-04,2호선,0203,을지로3가,"608,969","603,545","78,137","76,554",2023-05-03 10:27:53
2023-04,2호선,0204,을지로4가,"311,136","320,574","77,137","75,933",2023-05-03 10:27:53
2023-04,2호선,0205,동대문역사문화공원(DDP),"367,063","427,158","57,869","63,260",2023-05-03 10:27:53
2023-04,2호선,0206,신당,"337,378","354,767","96,292","98,322",2023-05-03 10:27:53
2023-04,2호선,0207,상왕십리,"348,239","330,794","68,456","68,597",2023-05-03 10:27:53
2023-04,2호선,0208,왕십리(성동구청),"426,623","366,325","53,457","47,196",2023-05-03 10:27:53
2023-04,2호선,0209,한양대,"356,708","398,617","14,637","15,531",2023-05-03 10:27:53
2023-04,2호선,0210,뚝섬,"639,617","665,980","61,914","61,482",2023-05-03 10:27:53
2023-04,2호선,0211,성수,"993,946","1,101,383","104,007","106,162",2023-05-03 10:27:53
2023-04,2호선,0212,건대입구,"1,025,199","1,078,266","94,192","98,513",2023-05-03 10:27:53
2023-04,2호선,0213,구의(광진구청),"584,192","566,111","104,723","105,943",2023-05-03 10:27:53
2023-04,2호선,0214,강변(동서울터미널),"811,412","768,332","125,299","122,026",2023-05-03 10:27:53
2023-04,2호선,0215,잠실나루,"336,278","327,194","88,806","88,864",2023-05-03 10:27:53
2023-04,2호선,0216,잠실(송파구청),"2,159,887","2,136,298","224,300","211,319",2023-05-03 10:27:53
2023-04,2호선,0217,잠실새내,"563,086","564,328","112,721","111,347",2023-05-03 10:27:53
2023-04,2호선,0218,종합운동장,"398,632","443,109","63,667","64,144",2023-05-03 10:27:53
2023-04,2호선,0219,삼성(무역센터),"1,426,493","1,446,829","117,190","109,666",2023-05-03 10:27:53
2023-04,2호선,0220,선릉,"1,285,364","1,134,640","214,121","188,513",2023-05-03 10:27:53
2023-04,2호선,0221,역삼,"1,209,268","1,386,567","143,611","146,499",2023-05-03 10:27:53
2023-04,2호선,0222,강남,"2,087,262","2,036,135","153,363","135,021",2023-05-03 10:27:53
2023-04,2호선,0223,교대(법원.검찰청),"734,519","870,036","150,293","176,479",2023-05-03 10:27:53
2023-04,2호선,0224,서초,"550,779","514,715","89,960","87,154",2023-05-03 10:27:53
2023-04,2호선,0225,방배,"450,711","469,405","78,520","77,749",2023-05-03 10:27:53
2023-04,2호선,0226,사당,"957,076","1,087,682","218,098","210,687",2023-05-03 10:27:53
2023-04,2호선,0227,낙성대(강감찬),"712,606","684,086","110,334","111,528",2023-05-03 10:27:53
2023-04,2호선,0228,서울대입구(관악구청),"1,210,925","1,176,518","180,920","172,352",2023-05-03 10:27:53
2023-04,2호선,0229,봉천,"552,430","503,290","150,141","149,872",2023-05-03 10:27:53
2023-04,2호선,0230,신림,"1,469,914","1,408,666","202,776","200,691",2023-05-03 10:27:53
2023-04,2호선,0231,신대방,"630,359","603,355","134,165","136,723",2023-05-03 10:27:53
2023-04,2호선,0232,구로디지털단지,"1,456,156","1,432,544","184,979","186,268",2023-05-03 10:27:53
2023-04,2호선,0233,대림(구로구청),"591,615","604,754","135,279","139,559",2023-05-03 10:27:53
2023-04,2호선,0234,신도림,"1,243,293","1,239,147","219,513","207,841",2023-05-03 10:27:53
2023-04,2호선,0235,문래,"524,427","544,434","86,123","85,993",2023-05-03 10:27:53
2023-04,2호선,0236,영등포구청,"506,033","524,003","100,937","100,538",2023-05-03 10:27:53
2023-04,2호선,0237,당산,"488,264","565,888","62,592","68,604",2023-05-03 10:27:53
2023-04,2호선,0238,합정,"906,332","1,003,786","72,826","74,064",2023-05-03 10:27:53
2023-04,2호선,0239,홍대입구,"1,942,056","2,078,739","97,947","94,746",2023-05-03 10:27:53
2023-04,2호선,0240,신촌,"1,025,389","1,046,327","121,845","120,011",2023-05-03 10:27:53
2023-04,2호선,0241,이대,"468,241","505,293","49,949","52,435",2023-05-03 10:27:53
2023-04,2호선,0242,아현,"254,760","236,411","65,455","64,317",2023-05-03 10:27:53
2023-04,2호선,0243,충정로(경기대입구),"234,133","251,568","48,554","48,640",2023-05-03 10:27:53
2023-04,2호선,0244,용답,"72,892","73,079","17,688","17,603",2023-05-03 10:27:53
2023-04,2호선,0245,신답,"38,588","42,219","10,124","10,721",2023-05-03 10:27:53
2023-04,2호선,0246,신설동,"82,163","78,693","34,282","35,656",2023-05-03 10:27:53
2023-04,2호선,0247,도림천,"28,372","30,250","8,511","9,443",2023-05-03 10:27:53
2023-04,2호선,0248,양천구청,"152,138","159,847","52,326","53,171",2023-05-03 10:27:53
2023-04,2호선,0249,신정네거리,"228,661","235,776","74,420","75,923",2023-05-03 10:27:53
2023-04,2호선,0250,용두(동대문구청),"46,587","44,895","23,247","24,224",2023-05-03 10:27:53
2023-04,3호선,0309,지축,"154,466","150,940","32,744","31,551",2023-05-03 10:27:53
2023-04,3호선,0310,구파발,"501,374","487,720","124,909","121,293",2023-05-03 10:27:53
2023-04,3호선,0311,연신내,"773,388","728,312","260,702","251,853",2023-05-03 10:27:53
2023-04,3호선,0312,불광,"346,915","371,075","141,934","157,131",2023-05-03 10:27:53
2023-04,3호선,0313,녹번,"377,964","332,916","79,558","78,519",2023-05-03 10:27:53
2023-04,3호선,0314,홍제,"395,171","371,190","145,471","143,140",2023-05-03 10:27:53
2023-04,3호선,0315,무악재,"94,209","90,714","32,004","34,148",2023-05-03 10:27:53
2023-04,3호선,0316,독립문,"150,252","159,525","71,427","72,403",2023-05-03 10:27:53
2023-04,3호선,0317,경복궁(정부서울청사),"678,110","700,213","102,988","104,803",2023-05-03 10:27:53
2023-04,3호선,0318,안국,"690,953","727,344","106,241","110,199",2023-05-03 10:27:53
2023-04,3호선,0319,종로3가,"235,141","283,445","62,138","68,969",2023-05-03 10:27:53
2023-04,3호선,0320,을지로3가,"271,196","278,146","50,048","48,220",2023-05-03 10:27:53
2023-04,3호선,0321,충무로,47,0,2,0,2023-05-03 10:27:53
2023-04,3호선,0322,동대입구,"280,558","316,709","46,398","51,698",2023-05-03 10:27:53
2023-04,3호선,0323,약수,"299,071","290,879","83,661","79,100",2023-05-03 10:27:53
2023-04,3호선,0324,금호,"181,219","163,145","55,516","54,002",2023-05-03 10:27:53
2023-04,3호선,0325,옥수,"203,786","209,300","61,058","61,403",2023-05-03 10:27:53
2023-04,3호선,0326,압구정,"767,248","842,163","140,306","139,013",2023-05-03 10:27:53
2023-04,3호선,0327,신사,"743,363","778,417","69,068","67,522",2023-05-03 10:27:53
2023-04,3호선,0328,잠원,"116,065","109,713","30,853","29,510",2023-05-03 10:27:53
2023-04,3호선,0329,고속터미널,"1,251,110","1,195,125","208,072","200,531",2023-05-03 10:27:53
2023-04,3호선,0330,교대(법원.검찰청),"370,783","228,662","79,091","45,272",2023-05-03 10:27:53
2023-04,3호선,0331,남부터미널(예술의전당),"719,276","730,789","124,392","126,069",2023-05-03 10:27:53
2023-04,3호선,0332,양재(서초구청),"886,495","979,952","152,961","152,920",2023-05-03 10:27:53
2023-04,3호선,0333,매봉,"278,715","272,460","65,722","61,784",2023-05-03 10:27:53
2023-04,3호선,0334,도곡,"129,755","136,612","25,553","25,431",2023-05-03 10:27:53
2023-04,3호선,0335,대치,"268,627","266,885","69,941","67,445",2023-05-03 10:27:53
2023-04,3호선,0336,학여울,"54,643","56,285","19,896","19,942",2023-05-03 10:27:53
2023-04,3호선,0337,대청,"236,801","220,273","61,413","59,169",2023-05-03 10:27:53
2023-04,3호선,0338,일원,"237,992","226,617","69,257","69,237",2023-05-03 10:27:53
2023-04,3호선,0339,수서,"425,111","434,752","118,639","116,018",2023-05-03 10:27:53
2023-04,3호선,0340,가락시장,"181,364","178,321","77,354","75,438",2023-05-03 10:27:53
2023-04,3호선,0341,경찰병원,"163,357","162,357","42,640","44,067",2023-05-03 10:27:53
2023-04,3호선,0342,오금,"152,410","135,684","31,943","30,609",2023-05-03 10:27:53
2023-04,4호선,0409,당고개,"200,486","171,470","77,445","76,401",2023-05-03 10:27:53
2023-04,4호선,0410,상계,"442,018","404,907","129,892","127,396",2023-05-03 10:27:53
2023-04,4호선,0411,노원,"464,084","538,942","94,190","92,832",2023-05-03 10:27:53
2023-04,4호선,0412,창동,"534,406","566,886","208,184","214,015",2023-05-03 10:27:53
2023-04,4호선,0413,쌍문,"675,054","615,178","174,362","172,265",2023-05-03 10:27:53
2023-04,4호선,0414,수유(강북구청),"814,444","814,336","202,483","203,792",2023-05-03 10:27:53
2023-04,4호선,0415,미아(서울사이버대학),"335,993","318,367","115,943","117,454",2023-05-03 10:27:53
2023-04,4호선,0416,미아사거리,"604,567","587,056","186,277","185,143",2023-05-03 10:27:53
2023-04,4호선,0417,길음,"521,251","518,179","122,510","123,818",2023-05-03 10:27:53
2023-04,4호선,0418,성신여대입구(돈암),"551,140","528,231","88,816","85,994",2023-05-03 10:27:53
2023-04,4호선,0419,한성대입구(삼선교),"363,081","351,827","74,490","73,410",2023-05-03 10:27:53
2023-04,4호선,0420,혜화,"931,645","941,736","136,234","135,591",2023-05-03 10:27:53
2023-04,4호선,0421,동대문,"414,139","430,121","157,988","152,959",2023-05-03 10:27:53
2023-04,4호선,0422,동대문역사문화공원(DDP),"475,725","412,947","62,651","56,124",2023-05-03 10:27:53
2023-04,4호선,0423,충무로,"730,480","757,088","118,340","121,727",2023-05-03 10:27:53
2023-04,4호선,0424,명동,"863,532","932,285","76,918","79,701",2023-05-03 10:27:53
2023-04,4호선,0425,회현(남대문시장),"566,207","596,674","200,059","198,406",2023-05-03 10:27:53
2023-04,4호선,0426,서울역,"307,079","555,252","40,569","55,968",2023-05-03 10:27:53
2023-04,4호선,0427,숙대입구(갈월),"391,634","376,928","55,430","52,303",2023-05-03 10:27:53
2023-04,4호선,0428,삼각지,"144,058","171,643","25,770","27,450",2023-05-03 10:27:53
2023-04,4호선,0429,신용산,"462,125","489,289","55,166","55,427",2023-05-03 10:27:53
2023-04,4호선,0430,이촌(국립중앙박물관),"205,489","230,049","50,914","53,409",2023-05-03 10:27:53
2023-04,4호선,0431,동작(현충원),"33,294","38,895","15,882","16,739",2023-05-03 10:27:53
2023-04,4호선,0432,총신대입구(이수),"401,781","443,476","155,789","161,282",2023-05-03 10:27:53
2023-04,4호선,0433,사당,"698,244","602,428","106,474","107,942",2023-05-03 10:27:53
2023-04,4호선,0434,남태령,"31,888","25,157","9,164","8,441",2023-05-03 10:27:53
2023-04,경부선,1001,서울역,"257,027","77,496","17,449","3,622",2023-05-03 10:27:53
2023-04,경부선,1002,남영,"255,537","272,896","37,815","38,905",2023-05-03 10:27:53
2023-04,경부선,1003,용산,"1,084,596","1,103,180","143,850","141,827",2023-05-03 10:27:53
2023-04,경부선,1004,노량진,"227,076","227,411","44,570","42,103",2023-05-03 10:27:53
2023-04,경부선,1005,대방,"254,925","281,382","60,363","62,110",2023-05-03 10:27:53
2023-04,경부선,1006,영등포,"984,870","1,013,001","281,896","281,687",2023-05-03 10:27:53
2023-04,경부선,1007,신도림,"87,401","90,067","25,594","30,204",2023-05-03 10:27:53
2023-04,경부선,1032,신길,"218,124","181,923","49,254","45,875",2023-05-03 10:27:53
2023-04,경부선,1701,구로,"425,034","440,786","101,054","97,935",2023-05-03 10:27:53
2023-04,경부선,1702,가산디지털단지,"430,435","506,219","38,231","42,232",2023-05-03 10:27:53
2023-04,경부선,1703,금천구청,"260,724","260,169","85,817","87,201",2023-05-03 10:27:53
2023-04,경부선,1704,석수,"227,533","206,090","51,761","49,600",2023-05-03 10:27:53
2023-04,경부선,1705,관악,"177,646","163,502","57,678","55,809",2023-05-03 10:27:53
2023-04,경부선,1706,안양,"646,037","638,981","124,716","128,411",2023-05-03 10:27:53
2023-04,경부선,1707,명학,"228,043","223,247","43,176","42,405",2023-05-03 10:27:53
2023-04,경부선,1708,금정,"698,700","709,254","131,275","132,053",2023-05-03 10:27:53
2023-04,경부선,1709,군포,"174,243","167,981","38,834","37,941",2023-05-03 10:27:53
2023-04,경부선,1710,의왕,"228,539","225,554","47,543","47,037",2023-05-03 10:27:53
2023-04,경부선,1711,성균관대,"406,765","400,304","57,835","58,178",2023-05-03 10:27:53
2023-04,경부선,1712,화서,"210,650","201,352","48,544","47,126",2023-05-03 10:27:53
2023-04,경부선,1713,수원,"1,054,728","1,118,966","156,207","159,564",2023-05-03 10:27:53
2023-04,경부선,1714,독산,"432,258","438,005","68,802","70,552",2023-05-03 10:27:53
2023-04,경부선,1715,세류,"85,112","78,034","17,208","16,699",2023-05-03 10:27:53
2023-04,경부선,1716,병점,"426,233","429,018","72,333","72,465",2023-05-03 10:27:53
2023-04,경부선,1717,세마,"76,261","72,494","16,197","15,253",2023-05-03 10:27:53
2023-04,경부선,1718,오산대,"107,524","99,213","20,134","18,968",2023-05-03 10:27:53
2023-04,경부선,1719,오산,"280,188","280,149","50,541","51,788",2023-05-03 10:27:53
2023-04,경부선,1720,진위,"43,962","37,029","10,489","9,958",2023-05-03 10:27:53
2023-04,경부선,1721,송탄,"127,808","125,418","22,253","21,739",2023-05-03 10:27:53
2023-04,경부선,1722,서정리,"240,575","218,939","36,608","34,963",2023-05-03 10:27:53
2023-04,경부선,1723,평택지제,"123,537","118,981","14,009","13,827",2023-05-03 10:27:53
2023-04,경부선,1724,평택,"375,658","381,619","70,434","68,827",2023-05-03 10:27:53
2023-04,경부선,1725,성환,"162,730","155,210","22,012","21,659",2023-05-03 10:27:53
2023-04,경부선,1726,직산,"23,718","23,248","5,928","5,624",2023-05-03 10:27:53
2023-04,경부선,1727,두정,"223,808","242,471","25,815","26,481",2023-05-03 10:27:53
2023-04,경부선,1728,천안,"187,926","170,354","58,171","57,945",2023-05-03 10:27:53
2023-04,경부선,1729,당정,"161,715","153,049","32,608","31,487",2023-05-03 10:27:53
2023-04,경부선,1749,서동탄,"35,340","31,930","7,996","7,800",2023-05-03 10:27:53
2023-04,경부선,1750,광명,"103,533","86,803","11,142","10,325",2023-05-03 10:27:53
2023-04,경인선,1801,개봉,"493,492","468,983","163,664","169,133",2023-05-03 10:27:53
2023-04,경인선,1802,오류동,"259,041","234,607","93,939","92,603",2023-05-03 10:27:53
2023-04,경인선,1803,역곡,"688,937","673,038","158,445","161,620",2023-05-03 10:27:53
2023-04,경인선,1804,부천,"764,640","763,829","215,095","217,770",2023-05-03 10:27:53
2023-04,경인선,1805,송내,"665,108","657,329","128,230","127,421",2023-05-03 10:27:53
2023-04,경인선,1806,부평,"730,771","787,448","147,362","148,692",2023-05-03 10:27:53
2023-04,경인선,1807,백운,"144,546","139,289","58,756","59,403",2023-05-03 10:27:53
2023-04,경인선,1808,동암,"372,910","370,576","107,630","108,761",2023-05-03 10:27:53
2023-04,경인선,1809,주안,"489,543","442,332","93,245","82,659",2023-05-03 10:27:53
2023-04,경인선,1810,제물포,"258,875","243,595","65,964","65,626",2023-05-03 10:27:53
2023-04,경인선,1811,동인천,"312,522","296,024","124,539","120,336",2023-05-03 10:27:53
2023-04,경인선,1812,인천,"94,139","71,338","42,907","38,635",2023-05-03 10:27:53
2023-04,경인선,1813,구일,"202,393","203,399","48,005","47,522",2023-05-03 10:27:53
2023-04,경인선,1814,소사,"190,493","189,553","67,490","68,140",2023-05-03 10:27:53
2023-04,경인선,1815,부개,"194,753","178,205","69,313","67,680",2023-05-03 10:27:53
2023-04,경인선,1816,간석,"128,485","121,157","46,266","44,707",2023-05-03 10:27:53
2023-04,경인선,1817,도원,"71,912","71,060","29,914","32,089",2023-05-03 10:27:53
2023-04,경인선,1821,온수(성공회대입구),"153,337","143,128","52,900","51,158",2023-05-03 10:27:53
2023-04,경인선,1822,중동,"201,150","183,329","73,322","71,755",2023-05-03 10:27:53
2023-04,경인선,1823,도화,"84,204","74,771","40,748","39,013",2023-05-03 10:27:53
2023-04,경원선,1008,이촌(국립중앙박물관),"91,778","67,946","30,902","26,489",2023-05-03 10:27:53
2023-04,경원선,1009,서빙고,"51,789","49,845","18,490","17,657",2023-05-03 10:27:53
2023-04,경원선,1010,한남,"89,679","85,707","30,248","28,073",2023-05-03 10:27:53
2023-04,경원선,1011,옥수,"1,647","1,270",144,82,2023-05-03 10:27:53
2023-04,경원선,1012,응봉,"43,307","38,754","19,090","17,713",2023-05-03 10:27:53
2023-04,경원선,1013,왕십리(성동구청),"417,307","428,554","70,902","74,263",2023-05-03 10:27:53
2023-04,경원선,1014,청량리(서울시립대입구),"367,127","374,325","153,433","159,104",2023-05-03 10:27:53
2023-04,경원선,1016,외대앞,"250,467","244,200","45,834","46,639",2023-05-03 10:27:53
2023-04,경원선,1017,신이문,"177,920","159,714","69,599","67,327",2023-05-03 10:27:53
2023-04,경원선,1018,석계,"177,608","198,956","62,416","67,099",2023-05-03 10:27:53
2023-04,경원선,1019,광운대,"206,202","200,276","54,926","54,331",2023-05-03 10:27:53
2023-04,경원선,1020,월계,"165,060","150,504","64,069","61,623",2023-05-03 10:27:53
2023-04,경원선,1021,녹천,"96,284","78,856","39,040","35,528",2023-05-03 10:27:53
2023-04,경원선,1022,창동,12,0,0,0,2023-05-03 10:27:53
2023-04,경원선,1901,방학,"187,818","180,454","110,973","109,103",2023-05-03 10:27:53
2023-04,경원선,1902,도봉,"103,143","95,916","71,916","70,752",2023-05-03 10:27:53
2023-04,경원선,1903,도봉산,"137,308","78,502","119,763","95,018",2023-05-03 10:27:53
2023-04,경원선,1904,망월사,"201,195","201,492","72,963","74,847",2023-05-03 10:27:53
2023-04,경원선,1905,회룡,"231,155","230,374","152,027","150,703",2023-05-03 10:27:53
2023-04,경원선,1906,의정부,"458,189","476,000","116,528","118,229",2023-05-03 10:27:53
2023-04,경원선,1907,가능,"142,610","134,806","59,137","59,023",2023-05-03 10:27:53
2023-04,경원선,1908,녹양,"99,999","95,238","40,080","38,280",2023-05-03 10:27:53
2023-04,경원선,1909,양주,"178,683","166,332","58,088","56,092",2023-05-03 10:27:53
2023-04,경원선,1910,덕계,"99,797","88,160","29,743","28,495",2023-05-03 10:27:53
2023-04,경원선,1911,덕정,"152,789","144,664","37,740","37,558",2023-05-03 10:27:53
2023-04,경원선,1912,지행,"157,650","158,069","46,111","45,697",2023-05-03 10:27:53
2023-04,경원선,1913,동두천중앙,"58,076","55,927","35,641","35,685",2023-05-03 10:27:53
2023-04,경원선,1914,보산,"35,509","32,982","14,011","13,282",2023-05-03 10:27:53
2023-04,경원선,1915,동두천,"51,800","53,600","24,295","30,705",2023-05-03 10:27:53
2023-04,경원선,1916,소요산,"34,657","27,854","61,222","53,470",2023-05-03 10:27:53
2023-04,안산선,1751,산본,"381,097","412,853","113,343","111,529",2023-05-03 10:27:53
2023-04,안산선,1752,대야미,"121,172","105,713","36,162","33,168",2023-05-03 10:27:53
2023-04,안산선,1753,반월,"97,564","93,216","33,271","32,736",2023-05-03 10:27:53
2023-04,안산선,1754,상록수,"410,788","412,406","74,086","75,778",2023-05-03 10:27:53
